handle,maintainer-email,name,provider-homepage,provider-institution,provider-name,template-type
RePEc:kob:review,kenjo@rieb.kobe-u.ac.jp,Kobe Economic & Business Review,http://www.rieb.kobe-u.ac.jp/index-e.html,RePEc:edi:rikobjp,"Research Institute for Economics & Business Administration, Kobe University",ReDIF-Series 1.0
RePEc:koc:report,soz@ku.edu.tr,Koc University-TUSIAD Economic Research Forum Research Report Series,http://erf.ku.edu.tr,RePEc:edi:dekoctr,Koc University-TUSIAD Economic Research Forum,ReDIF-Book
RePEc:koe:wpaper,admin@econ.kobe-u.ac.jp,Discussion Papers,http://www.econ.kobe-u.ac.jp,RePEc:edi:fekobjp,"Graduate School of Economics, Kobe University",ReDIF-Series 1.0
RePEc:kof:anskof,kof@kof.ethz.ch,KOF Analysen,http://www.kof.ethz.ch,RePEc:edi:koethch,"KOF Swiss Economic Institute, ETH Zurich",ReDIF-Series 1.0
RePEc:kop:discpa,info@kopdat.hu,KOPINT-DATORG Discussion Paper Archive,http://www.kopdat.hu/angol,RePEc:edi:kopdahu,KOPINT DATORG LTD. Economic Research Division,ReDIF-Series 1.0
RePEc:kra:journl,fundacja@uek.krakow.pl,World of Real Estate Journal (Swiat Nieruchomosci),http://www.fundacjauek.krakow.pl,RePEc:edi:aekrapl,Fundacja Uniwersytetu Ekonomicznego w Krakowie,ReDIF-Series 1.0
RePEc:krk:eberjl,stanekp@uek.krakow.pl,Entrepreneurial Business and Economics Review,http://eber.uek.krakow.pl/index.php/eber/index,RePEc:edi:aekrapl,Centre for Strategic and International Entrepreneurship of the Faculty of Economics and International Relations at the Cracow University of Economics.,ReDIF-Series 1.0
RePEc:ksa:szemle,soko@econ.core.hu,K√∂zgazdas√°gi Szemle (Economic Review - monthly of the Hungarian Academy of Sciences),http://www.kszemle.hu,,K√∂zgazdas√°gi Szemle  Alap√≠tv√°ny (Economic Review Foundation),ReDIF-Series 1.0
RePEc:ksb:conabs,yasir@kasbit.edu.pk,KASBIT Conference Abstract Series,,RePEc:edi:fmkaspk,Khadim Ali Shah Bukhari Institute of Technology (KASBIT),ReDIF-Series 1.0
RePEc:kse:dpaper,irina@kse.org.ua,Discussion Papers,http://www.kse.org.ua/,RePEc:edi:ksecoua,Kyiv School of Economics,ReDIF-Series 1.0
RePEc:ksp:journ6,editor-jeb@kspjournals.org,Journal of Economics Bibliography,http://www.kspjournals.org,,KSP Journals,ReDIF-Series 1.0
RePEc:kud:kuiefr,thho@kb.dk,FRU Working Papers,http://www.econ.ku.dk/FRU/,RePEc:edi:okokudk,University of Copenhagen. Department of Economics. Finance Research Unit,ReDIF-Series 1.0
RePEc:kue:epaper,projectcenter@econ.kyoto-u.ac.jp,Discussion papers,http://www.econ.kyoto-u.ac.jp,RePEc:edi:fekyojp,"Graduate School of Economics , Kyoto University",ReDIF-Series 1.0
RePEc:kuk:journl,ccm@uni-hohenheim.de,Credit and Capital Markets,http://www.credit-and-capital-markets.de/,,Credit and Capital Markets,ReDIF-Series 1.0
RePEc:kul:kulwps,jan.vanhove@econ.kuleuven.ac.be,International Economics Working Papers Series,http://www.econ.kuleuven.ac.be/ew/academic/intecon,RePEc:edi:cekulbe,"Katholieke Universiteit Leuven, Centrum voor Economische StudiÎn, International Economics",ReDIF-Series 1.0
RePEc:kyo:wpaper,okui@kier.kyoto-u.ac.jp,KIER Working Papers,http://www.kier.kyoto-u.ac.jp/eng/index.html,RePEc:edi:iekyojp,"Kyoto University, Institute of Economic Research",ReDIF-Series 1.0
RePEc:kyu:dpaper,kitazawa@ip.kyusan-u.ac.jp,Discussion Papers,http://www.ip.kyusan-u.ac.jp/keizai/,RePEc:edi:feksujp,"Kyushu Sangyo University, Faculty of Economics",ReDIF-Series 1.0
RePEc:laa:wpaper,pubblicazioni@almalaurea.it,Working Papers,http://www.almalaurea.it,,AlmaLaurea Inter-University Consortium,ReDIF-Series 1.0
RePEc:lae:wpaper,laceep@catie.ac.cr,Working Papers,http://www.laceep.org,RePEc:edi:laceecr,Latin American and Caribbean Environmental Economics Program,ReDIF-Series 1.0
RePEc:laf:wpaper,cyril.mesmer@u-bordeaux4.fr,Larefi Working Papers,http://lare-efi.u-bordeaux4.fr/,RePEc:edi:labrdfr,"Larefi, UniversitÈ Bordeaux 4",ReDIF-Series 1.0
RePEc:lam:estudy,web@lameta.univ-montp1.fr,Studies and Syntheses,http://www.lameta.univ-montp1.fr/,RePEc:edi:lamplfr,"LAMETA, Universtiy of Montpellier",ReDIF-Series 1.0
RePEc:lan:wpaper,g.motta@lancaster.ac.uk,Working Papers,http://www.lancaster.ac.uk/lums,RePEc:edi:delanuk,"Lancaster University Management School, Economics Department",ReDIF-Series 1.0
RePEc:lap:wpaper,wpapers@econo.unlp.edu.ar,"Department of Economics, Working Papers",http://www.depeco.econo.unlp.edu.ar/doctrab.php,RePEc:edi:funlpar,"Departamento de EconomÌa, Facultad de Ciencias EconÛmicas, Universidad Nacional de La Plata",ReDIF-Series 1.0
RePEc:lar:wpaper,godlewski@unistra.fr,Working Papers of LaRGE Research Center,http://ifs.unistra.fr/large,RePEc:edi:lastrfr,"Laboratoire de Recherche en Gestion et Economie (LaRGE), UniversitÈ de Strasbourg",ReDIF-Series 1.0
RePEc:lat:gsjrmb,odile.ferry@u-bourgogne.fr,LEG - CERMAB / Centre de Recherche en Marketing de Bourgogne - JournÈes de Recherche en Marketing de Bourgogne,http://www.leg.u-bourgogne.fr/,RePEc:edi:latecfr,"LEG - CERMAB, CNRS UMR 5118, UniversitÈ de Bourgogne",ReDIF-Series 1.0
RePEc:lau:crdeep,Gaelle.Sarda@unil.ch,Cahiers de Recherches Economiques du DÈpartement d'EconomÈtrie et d'Economie politique (DEEP),http://www.hec.unil.ch/deep/publications/cahiers/series,RePEc:edi:deelsch,"UniversitÈ de Lausanne, FacultÈ des HEC, DEEP",ReDIF-Series 1.0
RePEc:lbo:lbcfge,A.Mukherjee@lboro.ac.uk,Centre for Firms in the Global Economy (CFGE) Discussion Papers,http://www.lboro.ac.uk/departments/sbe/research/centres/cfge/index.html,RePEc:edi:delbouk,"School of Business and Economics, Loughborough University",ReDIF-Series 1.0
RePEc:lcc:wpaper,repec@unisalento.it,Working Papers,http://dse.unisalento.it,RePEc:edi:dslecit,"University of Salento; Department of Management, Economics, Mathematics and Statistics",ReDIF-Series 1.0
RePEc:lde:bookgm,carlosvasco@gmail.com,Libros del Grupo MicroeconomÌa Aplicada,http://www.udea.edu.co/portal/page/portal/portal/A.InformacionInstitucional/H.UnidadesAcademicas/A.Facultades/CienciasEconomicas,RePEc:edi:deantco,"Universidad de Antioquia, Departamento de EconomÌa",ReDIF-Series 1.0
RePEc:ldr:journl,alison.siljeur@uct.ac.za,SALDRU-Journal Articles,http://www.saldru.uct.ac.za/,RePEc:edi:sauctza,"Southern Africa Labour and Development Research Unit, University of Cape Town",ReDIF-Series 1.0
RePEc:lea:leawpi,Madeleine.Roux@ens.fr,Research Unit Working Papers,http://www.inra.fr/Internet/Departements/ESR/UR/lea/index.html,,"Laboratoire d'Economie Appliquee, INRA",ReDIF-Series 1.0
,,,,,,
RePEc:lec:lecees,asm8@le.ac.uk,Discussion Papers in European Economics,http://www2.le.ac.uk/departments/economics,RePEc:edi:deleiuk,"Department of Economics, University of Leicester",ReDIF-Series 1.0
RePEc:lee:wpaper,j.m.wright@leeds.ac.uk,Working Papers,http://medhealth.leeds.ac.uk/auhe,RePEc:edi:heleeuk,"Academic Unit of Health Economics, Leeds Institute of Health Sciences, University of Leeds",ReDIF-Series 1.0
RePEc:lef:wpaper,sylvain.caurla@nancy.inra.fr,Working Papers - Cahiers du LEF,http://www.nancy.inra.fr/lef,RePEc:edi:lefinfr,"Laboratoire d'Economie Forestiere, AgroParisTech-INRA",ReDIF-Series 1.0
RePEc:lei:ingsft,ingber@ingber.com,Lester Ingber Software,,,Lester Ingber,ReDIF-Series 1.0
RePEc:len:journl,shevchenko_n@inbox.ru,"Scientific Journal of National University of Life and Environmental Sciences of Ukraine. Series: Economy, agrarian management, business",,RePEc:edi:ebnubua,National University of Life and Environmental Sciences of Ukraine,ReDIF-Series 1.0
RePEc:leo:wpaper,leo@univ-orleans.fr,LEO Working Papers / DR LEO,http://data.leo-univ-orleans.fr/RePEc/leo/,RePEc:edi:leorlfr,"Orleans Economics Laboratory / Laboratoire d'Economie d'Orleans (LEO), University of Orleans",ReDIF-Series 1.0
RePEc:ler:wpaper,mmarty@toulouse.inra.fr,LERNA Working Papers,http://www.toulouse.inra.fr/lerna/,RePEc:edi:lrtlsfr,"LERNA, University of Toulouse",ReDIF-Series 1.0
RePEc:leu:journl,info@eIJTUR.org,electronic International Journal of Time Use Research,http://www2.leuphana.de/ffb/RePEc/leu/,RePEc:edi:fbluede,Research Institute on Professions (Forschungsinstitut Freie Berufe (FFB)) and The International Association for Time Use Research (IATUR),ReDIF-Series 1.0
RePEc:lev:levyop,medwards@levy.org,Economics One-Pager Archive,http://www.levyinstitute.org,,Levy Economics Institute,ReDIf-Series 1.0
RePEc:lhu:wpaper,inrepec@lehigh.edu,Working Papers,http://www.lehigh.edu/,RePEc:edi:eclehus,"Lehigh University, Department of Economics",ReDIF-Series 1.0
RePEc:lia:wpaper,gueniot_f@univ-corse.fr,Working Papers,http://umrlisa.univ-corse.fr,RePEc:edi:licorfr,"Laboratoire Lieux, Identit√©s, eSpaces et Activit√©s (LISA)",ReDIF-Series 1.0
RePEc:lib:0000of,jose.monteiro@librelloph.com,Organic Farming,,,Librello publishing house,ReDIF-Series 1.0
RePEc:lic:licosd,elena.brionesalonso@kuleuven.be,LICOS Discussion Papers,http://www.econ.kuleuven.be/licos,RePEc:edi:licosbe,"LICOS - Centre for Institutions and Economic Performance, KU Leuven",ReDIF-Series 1.0
RePEc:lie:opaper,mconstantinescu@lb.lt,Bank of Lithuania Occasional Paper Series,,RePEc:edi:lbanklt,Bank of Lithuania,ReDIF-Series 1.0
RePEc:lif:jrgelg,faisalak@lifescienceglobal.com,Journal of Reviews on Global Economics,http://www.lifescienceglobal.com,,Lifescience Global,ReDIF-Series 1.0
RePEc:lii:beitra,cornelia.schuster@liechtenstein-institut.li,Beitraege,http://www.liechtenstein-institut.li,RePEc:edi:lieinli,Liechtenstein-Institut,ReDIF-Series 1.0
RePEc:lil:lilcll,christelle.lecourt@fundp.ac.be,Christelle Lecourt Working Papers,,RePEc:edi:fslilfr,UniversitÈ de Lille 2 (France),ReDIF-Series 1.0
RePEc:lim:wpaper,donal.palcic@ul.ie,Working Papers,http://www.economics.ul.ie,RePEc:edi:deculie,"University of Limerick, Department of Economics",ReDIF-Series 1.0
RePEc:lip:journl,smaxensius@yahoo.com,RIEBS,http://www.jurnalekonomi.lipi.go.id/index.php/riebs,RePEc:edi:pplimid,"Economic Research Center, Indonesian Institute of Sciences (P2E-LIPI)",ReDIF-Series 1.0
RePEc:lis:lwswps,publication@lisdatacenter.org,LWS Working papers,http://www.lisdatacenter.org,RePEc:edi:lisprlu,LIS Cross-National Data Center in Luxembourg,ReDIF-Series 1.0
RePEc:liu:liucej,pcavaleri@liuc.it,European Journal of Comparative Economics,http://eaces.liuc.it/default.asp,RePEc:edi:liuccit,Cattaneo University (LIUC),ReDIF-Series 1.0
RePEc:liv:livedp,blackman@liv.ac.uk,Research Papers,,,,ReDIF-Series 1.0
RePEc:lje:wpaper,shahidss@lahoreschool.edu.pk,CREB Working papers,http://www.creb.org.pk,RePEc:edi:lsecopk,"Centre for Research in Economics and Business, The Lahore School of Economics",ReDIF-Series 1.0
RePEc:lms:mansci,repec@meiss.com,Working Papers,http://www.lums.lancs.ac.uk/departments/ManSci/,RePEc:edi:dmlanuk,"Department of Management Science, Lancaster University",ReDIF-Series 1.0
RePEc:lmu:msmdpa,claassen@bwl.lmu.de,Discussion Papers in Business Administration,http://www.bwl.uni-muenchen.de,RePEc:edi:vfmunde,"University of Munich, Munich School of Management",ReDIF-Series 1.0
RePEc:lnd:wpaper,up211@cam.ac.uk,Environmental Economy and Policy Research Working Papers,http://www.landecon.cam.ac.uk,RePEc:edi:dlcamuk,"University of Cambridge, Department of Land Economics",ReDIF-Series 1.0
RePEc:lnz:wpaper,webmaster@i4ide.org,IIDE Discussion Papers,http://www.i4ide.org/,RePEc:edi:siidenl,Institue for International and Development Economics,ReDIF-Series 1.0
RePEc:log:wpaper,philippe.paquet@univ-orleans.fr,Working Papers,http://www.univ-orleans.fr/log/,RePEc:edi:loorlfr,Laboratoire OrlÈanais de Gestion - universitÈ d'OrlÈans,ReDIF-Series 1.0
RePEc:loi:wpaper,alexander.huemer@claremontmckenna.edu,Working Papers,http://lowe.claremontmckenna.edu/,RePEc:edi:limckus,Lowe Institute of Political Economy,ReDIF-Series 1.0
RePEc:loy:wpaper,dptoeconomia@uloyola.es,Working Papers,http://www.loyolaandnews.es/loyolaecon/,RePEc:edi:deloyes,"Universidad Loyola Andaluc√≠a, Department of Economics",ReDIF-Series 1.0
RePEc:lpe:spaper,patunru@lpem-feui.org,LPEM FEBUI Staff Papers,http://www.lpem.org,RePEc:edi:feuinid,"LPEM, Faculty of Economics and Business, University of Indonesia",ReDIF-Series 1.0
RePEc:lpf:wpaper,jan.werner@publicfinance.de,Working Papers,http://www.ilpf.de/,,Institute of Local Public Finance,ReDIF-Series 1.0
RePEc:lrc:larjob,support@journalofbusiness.us,Journal of Business,http://www.journalofbusiness.us,,LAR Center Press,ReDIF-Series 1.0
RePEc:lrk:eeaart,secretaria.exterior@revista-eea.net,Estudios de EconomÌa Aplicada,http://www.revista-eea.net,RePEc:edi:fcvldes,Estudios de EconomÌa Aplicada,ReDIF-Series 1.0
RePEc:lrq:journl,editor@aj-fem.org,African Journal of Frontiers of Economics and Mathematics,http://www.aj-fem.org/,RePEc:edi:lareqcd,The LAREQ Press,ReDIF-Series 1.0
RePEc:lsa:wpaper,p.murro@lumsa.it,CERBE Working Papers,https://sites.google.com/site/cerbelumsa/,RePEc:edi:celumit,CERBE Center for Relationship Banking and Economics,ReDIF-Series 1.0
RePEc:lsg:lsgwps,Gri@lse.ac.uk,GRI Working Papers,http://www.lse.ac.uk/grantham.,RePEc:edi:grlseuk,Grantham Research Institute on Climate Change and the Environment,ReDIF-Series 1.0
RePEc:lst:lfchap,10edv@wiwi.uni-muenster.de,List Forum Chapter,http://www.list-gesellschaft.de,RePEc:edi:listgea,List Gesellschaft e.V.,ReDIF-Series 1.0
RePEc:lsu:lsuwpp,eodoug@lsu.edu,Departmental Working Papers,http://www.business.lsu.edu/economics,RePEc:edi:delsuus,"Department of Economics, Louisiana State University",ReDIF-Series 1.0
RePEc:ltr:rpaper,s.scoglio@latrobe.edu.au,Research Papers,http://www.latrobe.edu.au/economics,RePEc:edi:sblatau,"School of Economics, La Trobe University",ReDIF-Series 1.0
RePEc:ltv:dpaper,konstantins.benkovskis@bank.lv,Discussion Papers,https://www.bank.lv/,RePEc:edi:bolgvlv,Latvijas Banka,ReDIF-Series 1.0
RePEc:luc:wpaper,elisa.ferreira@uni.lu,CREA Discussion Paper Series,http://wwwen.uni.lu/research/fdef/crea,RePEc:edi:crcrplu,"Center for Research in Economic Analysis, University of Luxembourg",ReDIF-Series 1.0
RePEc:lue:wpaper,wagner@uni-lueneburg.de,Working Paper Series in Economics,http://leuphana.de/institute/ivwl.html,RePEc:lue:fwluede,"University of L¸neburg, Institute of Economics",ReDIF-Series 1.0
RePEc:lug:wpidep,alessio.tutino@usi.ch,IdEP Economic Papers,https://www.bul.sbu.usi.ch,,USI Universit‡ della Svizzera italiana,ReDIF-Series 1.0
RePEc:lui:casmef,economiaefinanza@luiss.it,Working Papers CASMEF,http://ricerca.economiaefinanza.luiss.it/,RePEc:edi:deluiit,"Dipartimento di Economia e Finanza, LUISS Guido Carli",ReDIF-Series 1.0
RePEc:luk:wpaper,steins@urbaninsight.com,Working Paper,http://lusk.usc.edu/,RePEc:edi:lcuscus,USC Lusk Center for Real Estate,ReDIF-Series 1.0
RePEc:lum:proedu,prlumen@gmail.com,Proceedings Education,http://lumenpublishing.com,,Editura LUMEN,ReDIF-Series 1.0
RePEc:lus:zwipol,peter.golla@degruyter.com,Zeitschrift f√ºr Wirtschaftspolitik,https://www.degruyter.com,,De Gruyter,ReDIF-Series 1.0
RePEc:lvl:crrecr,manuel.paradis.1@ulaval.ca,Cahiers de recherche,http://www.crrep.ca,RePEc:edi:crrepca,"Centre de recherche sur les risques, les enjeux Èconomiques, et les politiques publiques",ReDIF-Series 1.0
RePEc:mab:wpaper,arjun.jayadev@umb.edu,Working Papers,http://economics.umb.edu,RePEc:edi:deumbus,"University of Massachusetts Boston, Economics Department",ReDIF-Series 1.0
RePEc:mac:cjes,hboneham@efs.mq.edu.au,CJES Research Papers,http://www.econ.mq.edu.au/cjes/index.html,RePEc:edi:cjemqau,"Macquarie University, The Centre for Japanese Economic Studies",ReDIF-Series 1.0
RePEc:mad:wpaper,info@mse.ac.in,Working Papers,http://www.mse.ac.in,RePEc:edi:mseacin,"Madras School of Economics,Chennai,India",ReDIF-Series 1.0
RePEc:mae:wpaper,MiticJ@nbrm.mk,Working Papers,http://www.nbrm.mk,RePEc:edi:nbrgvmk,National Bank of the Republic of Macedonia,ReDIF-Series 1.0
RePEc:mag:wpaper,Guido.Henkel@WW.Uni-Magdeburg.de,FEMM Working Papers,http://www.ww.uni-magdeburg.de,RePEc:edi:fwmagde,"Otto-von-Guericke University Magdeburg, Faculty of Economics and Management",ReDIF-Series 1.0
,,,,,,
RePEc:man:cgbcrp,marianne.sensier@manchester.ac.uk,Centre for Growth and Business Cycle Research Discussion Paper Series,http://www.socialsciences.manchester.ac.uk/subjects/economics/our-research/centre-for-growth-and-business-cycle-research/,RePEc:edi:semanuk,"Economics, The Univeristy of Manchester",ReDIF-Series 1.0
RePEc:mar:MAGKSE,hayo@wiwi.uni-marburg.de,MAGKS Papers on Economics,http://www.uni-marburg.de/fb02/,RePEc:edi:vamarde,"Philipps-Universit‰t Marburg, Faculty of Business Administration and Economics, Department of Economics (Volkswirtschaftliche Abteilung)",ReDIF-Series 1.0
RePEc:max:cprpbr,krwingle@maxwell.syr.edu,Center for Policy Research Policy Briefs,http://www.maxwell.syr.edu/cpr.aspx,RePEc:edi:cpsyrus,"Center for Policy Research, Maxwell School, Syracuse University",ReDIF-Series 1.0
RePEc:may:mayecw,maire.adderley@nuim.ie,"Economics, Finance and Accounting Department Working Paper Series",,,,ReDIF-Series 1.0
RePEc:mcb:jmoncb,baum@bc.edu,"Journal of Money, Credit and Banking",http://www.blackwellpublishing.com/journal.asp?ref=0022-2879,,Blackwell Publishing,ReDIF-Series 1.0
,,,,,,
RePEc:mce:nonmon,yumax@nm.ru,Non-monetary economics,,,Maksimenko Yu.F.,ReDIF-Series 1.0
RePEc:mcl:mclwop,shama.rangwala@mcgill.ca,Departmental Working Papers,http://www.repec.mcgill.ca,RePEc:edi:demcgca,"McGill University, Department of Economics",ReDIF-Series 1.0
RePEc:mcm:mceelp,dcameron@mcmaster.ca,McMaster Experimental Economics Laboratory Publications,http://www.economics.mcmaster.ca/,RePEc:edi:demcmca,McMaster University,ReDIF-Series 1.0
RePEc:mcn:polbrf,philip.verwimp@ulb.ac.be,Policy Briefings,http://www.microconflict.eu,RePEc:edi:idsusuk,MICROCON - A Micro Level Analysis of Violent Conflict,ReDIF-Series 1.0
RePEc:mcr:jenome,paola.dezi@unimc.it,Enometrica,http://www.unimc.it/enometrica,RePEc:edi:fcmacit,"Enometrica - Review of the Vineyard Data Quantification Society (VDQS) and the European Association of Wine Economists (EuAWE) - Macerata University, Faculty of Communications",ReDIF-Series 1.0
RePEc:mde:wpaper,ricardo.alves@gee.min-economia.pt,GEE Papers,http://www.gee.gov.pt,RePEc:edi:geegvpt,"Gabinete de EstratÈgia e Estudos, MinistÈrio da Economia",ReDIF-Series 1.0
repec:mdl:mdlpap,VWunnava@middlebury.edu,Middlebury College Working Paper Series,,RePEc:mdl:demidus,"Middlebury College, Department of Economics",ReDIF-Series 1.0
RePEc:mea:meawpa,bibliothek@mpisoc.mpg.de,MEA discussion paper series,http://www.mea.mpisoc.mpg.de/,,Munich Center for the Economics of Aging (MEA) at the Max Planck Institute for Social Law and Social Policy,ReDIF-Series 1.0
RePEc:mee:wpaper,sganguly@mit.edu,Working Papers,http://tisiphone.mit.edu/RePEc,RePEc:edi:cemitus,"Massachusetts Institute of Technology, Center for Energy and Environmental Policy Research",ReDIF-Series 1.0
RePEc:mei:wpaper,koji.yokota@meisei-u.ac.jp,Working Papers,http://keizai.meisei-u.ac.jp/econgs/,RePEc:edi:demeijp,"Meisei University, School of Economics",ReDIF-Series 1.0
RePEc:men:journl,haluza@mendelu.cz,European Journal of Business Science and Technology,http://ejobsat.cz,RePEc:edi:femencz,"Mendel University in Brno, Faculty of Business and Economics",ReDIF-Series 1.0
RePEc:mer:review,maurizio.mariotti@univpm.it,Economia Marche / Journal of Applied Economics,http://economiamarche.univpm.it/,RePEc:edi:merloit,Universita' Politecnica delle Marche (I) / Fondazione Aristide Merloni (I),ReDIF-Series 1.0
RePEc:mes:postke,cnguyen@mesharpe.com,Journal of Post Keynesian Economics,http://mesharpe.metapress.com/link.asp?target=journal&id=109348,,"M.E. Sharpe, Inc.",ReDIF-Series 1.0
RePEc:met:stpswp,akcomak@metu.edu.tr,STPS Working Papers,http://www.stps.metu.edu.tr,RePEc:edi:ermettr,"STPS - Science and Technology Policy Studies Center, Middle East Technical University",ReDIF-Series 1.0
RePEc:mfa:journl,cmr.mfa@gmail.com,Capital Markets Review,,,Malaysian Finance Association,ReDIF-Series 1.0
RePEc:mfg:wpaper,info.imfg@utoronto.ca,IMFG Papers,http://www.munkschool.utoronto.ca/imfg/,RePEc:edi:imfutca,"University of Toronto, Institute on Municipal Finance and Governance",ReDIF-Series 1.0
RePEc:mfj:journl,mfj@mfsociety.org,Multinational Finance Journal,,RePEc:edi:mfsssea,Multinational Finance Journal,ReDIF-Series 1.0
RePEc:mfr:wpaper,sschreft@mutualfundstore.com,Working Papers,http://www.mutualfundstore.com,,The Mutual Fund Research Center¬Æ,ReDIF-Series 1.0
RePEc:mgn:journl,management@managein.org,Advances In Management,http://www.managein.net/,,Advances in Management,ReDIF-Series 1.0
RePEc:mgs:jibrme,editor@researchleap.com,Journal of International Business Research and Marketing,https://researchleap.com/,,Inovatus Services Ltd.,ReDIF-Series 1.0
RePEc:mgt:micp15,alen.jezovnik@fm-kp.si,MIC 2015: Managing Sustainable Growth;,http://www.fm-kp.si,RePEc:edi:fmkupsi,"University of Primorska, Faculty of Management Koper",ReDIF-Series 1.0
,,,,,,
RePEc:mhr:wiseot,thomas.wolpert@mohr.de,Wirtschaftswissenschaftliches Seminar Ottobeuren,https://www.mohr.de,RePEc:mhr:mhrside,"Mohr Siebeck, T¸bingen",ReDIF-Series 1.0
RePEc:mia:wpaper,cparmeter@bus.miami.edu,Working Papers,http://www.bus.miami.edu/faculty-and-research/academic-departments/economics/index.html,RePEc:edi:demiaus,"University of Miami, Department of Economics",ReDIF-Series 1.0
repec:mib:wpaper,matteo.pelagatti@unimib.it,Working Papers,http://dems.unimib.it,RePEc:edi:dpmibit,"University of Milano-Bicocca, Department of Economics",ReDIF-Series 1.0
RePEc:mic:esfjrn,szvlates@uni-miskolc.hu,Eszak-magyarorszagi Strategiai Fuzetek,,RePEc:edi:vgtmihu,"Faculty of Economics, University of Miskolc",ReDIF-Series 1.0
RePEc:mie:wpaper,fspp-webmaster@umich.edu,Working Papers,http://fordschool.umich.edu/rsie/,RePEc:edi:riumius,"Research Seminar in International Economics, University of Michigan",ReDIF-Series 1.0
RePEc:mig:gdjrnl,sirkecii@gmail.com,GˆÁ Dergisi,http://www.tplondon.com/,,"Transnational Press London, UK",ReDIF-Series 1.0
RePEc:mik:wpaper,mik-evbo@wiso.uni-dortmund.de,Discussion Papers in Economics,http://www.wiso.uni-dortmund.de/,RePEc:edi:wsdorde,"University of Dortmund, Department of Economics",ReDIF-Series 1.0
RePEc:mil:wpdepa,dipeco@unimi.it,Departmental Working Papers,http://www.demm.unimi.it,RePEc:edi:damilit,"Department of Economics, Management and Quantitative Methods at Universit‡ degli Studi di Milano",ReDIF-Series 1.0
RePEc:min:hheiwp,c-bach@umn.edu,Heller Hurwicz Institute Working Papers,http://www.hhei.umn.edu/,RePEc:edi:deumnus,"University of Minnesota, Heller Hurwicz Institute",ReDIF-Series 1.0
RePEc:mir:mirbus,support@thejournalofbusiness.org,International Journal of Business and Social Research,http://www.thejournalofbusiness.org,RePEc:edi:csmirus,MIR Center for Socio-Economic Research,ReDIF-Series 1.0
RePEc:mis:wpaper,matteo.pelagatti@unimib.it,Working Papers,http://www.statistica.unimib.it,RePEc:edi:dsmibit,"Universit‡ degli Studi di Milano-Bicocca, Dipartimento di Statistica",ReDIF-Series 1.0
RePEc:mit:sloanp,zimmermann@stlouisfed.org,Working  papers,,RePEc:edi:ssmitus,Massachusetts Institute of,ReDIF-Series 1.0
RePEc:mje:mjejnl,ndjelcic@gmail.com,Montenegrin Journal of Economics,http://www.mnje.com,,Economic Laboratory for Transition Research (ELIT),ReDIF-Series 1.0
RePEc:mkg:wpaper,balazs.varga@uni-corvinus.hu,Working Papers,http://web.uni-corvinus.hu/matkg/,RePEc:edi:mkbkehu,"Department of Mathematical Economics and Economic Analysis, Corvinus University of Budapest",ReDIF-Series 1.0
RePEc:mlb:wpaper,muntasha.khan@unimelb.edu.au,Department of Economics - Working Papers Series,http://fbe.unimelb.edu.au/economics,RePEc:edi:demelau,The University of Melbourne,ReDIF-Series 1.0
RePEc:mlt:ebooks,researchpapers@centralbankmalta.org,CBM Ebooks,https://www.centralbankmalta.org/,,Central Bank of Malta,ReDIF-Series 1.0
RePEc:mmb:instit,info@marketing-mba.ru,"Department of marketing, marketing-mba",http://www.marketing-mba.ru,RePEc:edi:rsconru,"Department of Marketing, Marketing MBA (RSconsult)",ReDIF-series 1.0
RePEc:mmf:mmfc03,baum@bc.edu,Money Macro and Finance (MMF) Research Group Conference 2003,http://www.essex.ac.uk/afm/mmf/index.html,,Money Macro and Finance Research Group,ReDIF-Series 1.0
RePEc:mnb:handbk,hitelintezetiszemle@mnb.hu,MNB Handbook,http://www.mnb.hu/,RePEc:edi:mnbgvhu,Magyar Nemzeti Bank (Central Bank of Hungary),ReDIF-Series 1.0
RePEc:mnh:spaper,katharina.rautenberg@bib.uni-mannheim.de,Papers,http://ub-madoc.bib.uni-mannheim.de/view/ubmaseries/90080.html,RePEc:edi:sfmande,Sonderforschungsbreich 504,ReDIF-Series 1.0
RePEc:mns:pbrief,jcarbone@mines.edu,Payne Institute Policy Briefs,http://econbus.mines.edu/,RePEc:edi:decsmus,"Colorado School of Mines, Division of Economics and Business",ReDIF-Series 1.0
RePEc:mnt:wpaper,mponcedeleon@correo.um.edu.uy,Documentos de Trabajo/Working Papers,http://www.um.edu.uy/cee/,RePEc:edi:fceumuy,Facultad de Ciencias Empresariales y Economia. Universidad de Montevideo.,ReDIF-Series 1.0
RePEc:mod:recent,recent@unimore.it,Center for Economic Research (RECent),http://www.recent.unimore.it/,RePEc:edi:demodit,"University of Modena and Reggio E., Dept. of Economics ""Marco Biagi""",ReDIF-Series 1.0
RePEc:mof:journl,res05fmp@mof.go.jp,Public Policy Review,http://www.mof.go.jp/pri/,RePEc:edi:prigvjp,"Policy Research Institute, Ministry of Finance Japan",ReDIF-Series 1.0
RePEc:mol:ecsdps,lupi@unimol.it,Economics & Statistics Discussion Papers,http://www.unimol.it,RePEc:edi:dsmolit,"University of Molise, Dept. EGSeI",ReDIF-Series 1.0
RePEc:mon:ceddpe,lachaud@u-bordeaux4.fr,Documents pÈdagogiques,,,Groupe d'Economie du DÈveloppement de l'UniversitÈ,ReDIF-Series 1.0
