handle,name,url,status
jfi,IBRIF - Instituto Brasileiro de InovaÁ„o Financeira,http://www.ibrif.org/RePEc/jfi/,Page Not Found
jfr,Sciedu Press,ftp://journalship.com/RePEc/jfr/,OK
jge,"Journal of Global Economy, Mumbai, India",http://www.rcssindia.org/RePec/jge/,Page Not Found
jgu,Gutenberg School of Management and Economics,http://www.macro.economics.uni-mainz.de/RePEc/jgu/,OK
jhu,Economics Working Paper Archive at Johns Hopkins University,ftp://ideas.repec.org/pub/RePEc/frozen/jhu/,OK
jic,JICA Research Institute,https://libportal.jica.go.jp/RePEc/jic/,OK
jid,Journal of Income Distribution,http://www.glendon.yorku.ca/repec/uploads/repec/jid,OK
jis,European Journal of Interdisciplinary Studies,http://www.ejist.ro/RePEc/jis,OK
jku,"Working paper archive, Department of Economics, Johannes Kepler University Linz, Austria",http://www.econ.jku.at/RePEc/jku,OK
jle,Rating Academy,http://www.ratingacademy.com.tr/RePEc/jle/,OK
jmi,The Journal of Mechanism and Institution Design,http://www.mechanism-design.org/RePEc/jmi/,OK
jmp,Job Market Papers Archive,ftp://ideas.repec.org/pub/RePEc/jmp,OK
jmr,Journal of Multidisciplinary Research,http://www.jmrpublication.org/portals/jmr/RePEc,
jms,"Jerusalem Institute for Market Studies (JIMS), Israel",http://www.jims-israel.org/repec/jms/,Page Not Found
jns,De Gruyter,http://repec.editool.com/RePEc/jns/,OK
jof,Journal of Forecasting,ftp://ftpeagle.bc.edu/pub/user/baum/RePEc/jof,OK
jpe,The Association of Private Enterprise Education,http://journal.apee.org/RePEc/jpe/,OK
jqe,Journal of Quantitative Economics,http://www.jqe.co.in/repec/,OK
jre,Archive for the Journal of Real Estate Research,http://pages.jh.edu/jrer/repec/jre/default.htm,OK
jrp,Jena Economic Research Papers,http://www2.wiwi.uni-jena.de/Papers/jrp/,OK
jrs,"Joint Research Centre, European Commission (Ispra site)",https://crie.jrc.ec.europa.eu/RePEc/jrs,OK
jsf,International Journal of Sport Finance,http://www.fitinfotech.com/RePEc/jsf/,OK
jso,Journal of Social Sciences (COES&RJ-JSS),http://centreofexcellence.net/repository/RePEC/,OK
jss,Journal of Statistical Software,ftp://ftpeagle.bc.edu/pub/user/baum/RePEc/jss,OK
jtc,Journal of Economics Teaching,https://www.journalofeconomicsteaching.org/RePEc/jtc,OK
jte,International Journal of Transport Economics,http://www.ijte.org/RePEc/jte,OK
kab,"Publishing house ""Knowledge and business"" Varna",http://eknigibg.net/RePEc/kab,OK
kan,"Department of Economics, The University of Kansas",http://www2.ku.edu/~kuwpaper/RePEc/kan/,OK
kau,"Department of Agricultural and Resource Economics, Kasetsart University",http://agri.eco.ku.ac.th/RePEc/kau/,OK
kbb,"Graduate School of Business Administration, Kobe University",http://www.b.kobe-u.ac.jp/repec/kbb/,OK
kch,"School of Economics and Management, Kochi University of Technology",http://www.souken.kochi-tech.ac.jp/seido/RePEc/kch/,OK
kcs,Graduate School of International Cooperation Studies,http://www.research.kobe-u.ac.jp/gsics-publication/gwps/RePEc/kcs/,OK
kdi,Korea Development Institute (KDI),http://www.kdi.re.kr/kdi_eng/RePEc/kdi/,OK
kea,The Korean Economic Association,http://keapaper.kea.ne.kr/RePEc/kea/,OK
kee,Research Papers in Economics at Keele University,http://www.keele.ac.uk/depts/ec/RePEc/kee/,OK
kei,Keio/Kyoto Joint Global COE Program,http://ies.keio.ac.jp/old_project/old/gcoe-econbus/repec/RePEc/kei/,OK
ken,"Department of Economics, Kenyon College",http://economics.kenyon.edu/RePEc/ken/,OK
keo,"Institute for Economics Studies, Keio University",http://ies.keio.ac.jp/RePEc/keo/,OK
kgu,"School of Economics, Kwansei Gakuin University",http://192.218.163.163/RePEc/kgu/,OK
kir,The Center for European Studies,http://www.thejetas.org/RePEc/,OK
kln,"Discussion Papers published by the Institute for Economic Policy, Cologne, Germany, and the Otto-Wolff-Institut f¸r Wirtschaftsordnung, Cologne, Germany",http://ftp.uni-koeln.de/institute/iwp/RePEc/kln/,OK
kls,Cologne Economic Working Paper Archive,http://ockenfels.uni-koeln.de/fileadmin/wiso_fak/stawi-ockenfels/pdf/wp_series_download/kls/,OK
klu,"Department of Logistics, Kuehne Logistics University",http://www.meiss.net/RePEc/klu/,OK
knz,"Department of Economics, University of Konstanz",http://www.uni-konstanz.de/FuF/wiwi/RePEc/knz,OK
kob,"Research Institute for Economics & Business Administration, Kobe University",http://www.rieb.kobe-u.ac.jp/RePEc/kob,OK
koc,"Department of Economics, KoÁ University",http://ftp.economicresearchforum.org/RePEc/koc/,OK
koe,"Graduate School of Economics, Kobe University",http://www.econ.kobe-u.ac.jp/RePEc/koe/,OK
kof,"KOF Swiss Economic Institute, ETH Zurich",http://repec.ethz.ch/kof,OK
kop,KOPINT-DATORG Studies,ftp://ideas.repec.org/pub/RePEc/kop,OK
kra,Fundacja Uniwersytetu Ekonomicznego w Krakowie,http://www.swiatnieruchomosci.krakow.pl/RePEc/kra/,OK
krk,"Cracow University of Economics, Poland",ftp://pentos.uek.krakow.pl/krk/,OK
ksa,K√∂zgazdas√°gi Szemle  Alap√≠tv√°ny (Economic Review Foundation),http://www.kszemle.hu/RePEc/ksa/,OK
ksb,"Department of Business Administrator, Khadim Ali Shah Bukhari Institute of Technology (KASBIT)",https://kasbit.edu.pk/RePEc/ksb/,OK
kse,Kyiv School of Economics (KSE) and Kyiv Economics Institute (KEI),http://repec.kse.org.ua/kse/,OK
ksp,KSP Journals,http://www.kspjournals.org/RePEc/ksp,OK
kud,Discussion paper archive at ECONKU,http://web.econ.ku.dk/repec/kud/,OK
kue,"Discuccion Paper of Graduate School of Economics Project Center, Kyoto University",http://www.econ.kyoto-u.ac.jp/projectcenter/RePEc/kue/,OK
kuk,Credit and Capital Markets (Kredit und Kapital),http://www.uni-hohenheim.de/510f-repec/Repec/kuk/,OK
kul,International Economics Archive at K.U.Leuven C.E.S.,http://www.econ.kuleuven.ac.be/ew/academic/intecon/RePEc/kul,OK
kyo,"Institute of Economic Research, Kyoto University",http://www.repec.kier.kyoto-u.ac.jp/RePEc/kyo,OK
kyu,"Faculty of Economics, Kyushu Sangyo University",http://www.ip.kyusan-u.ac.jp/keizai-kiyo/RePEc/kyu/,OK
laa,AlmaLaurea Inter-University Consortium,http://www2.almalaurea.it/universita/pubblicazioni/RePEc/laa/,OK
lae,Latin American and Caribbean Environmental Economics Program,ftp://201.207.189.74/pub/RePEc/lae/,Connectoin Refused
laf,"larefi, UniversitÈ Bordeaux 4",http://laf.u-bordeaux4.fr/RePEc/,
lam,"LAMETA, University of Montpellier",http://repec.lameta.univ-montp1.fr/lam/,OK
lan,"Lancaster University Management School, Economics Department",http://cisweb.lancaster.ac.uk/repec/default.aspx,OK
lap,Departamento de EconomÌa,http://repec.depeco.econo.unlp.edu.ar/RePEc/lap/,OK
lar,Working Papers of LaRGE Research Center (UniStra),http://ifs.unistra.fr/large/publications/RePEc/lar/,OK
lat,LEG Document de travail,http://crego.u-bourgogne.fr/images/stories/wp/RePEc/lat/,OK
lau,"UniversitÈ de Lausanne, FacultÈ des HEC, DÈpartement d'EconomÈtrie et d'Economie politique",http://www.hec.unil.ch/deep/RePEc/lau,OK
lbo,"Department of Economics, UNiversity of Loughborough",http://www.lboro.ac.uk/departments/sbe/RePEc/lbo,OK
lcc,"Department of Management, Economics, Mathematics and Statistics; University of Salento",ftp://repec.unisalento.it/RePEc/lcc/,OK
lde,Lecturas de EconomÌa,ftp://ftp.drivehq.com/cavasco/repec/,OK
ldr,"Southern Africa Labour and Development Research Unit, University of Cape Town",http://www.saldru.uct.ac.za/RePEc/ldr/,OK
lea,Working Paper Archive,http://www.inra.fr/internet/Departements/ESR/UR/lea/RePEc/lea/,OK
leb,Lebanese Economic Association,http://www.leb-econ.org/RePEc/leb/,Page Not Found
lec,University of Leicester Disccussion Papers in Economics,http://www.le.ac.uk/economics/research/RePEc/lec/,OK
lee,"Academic Unit of Health Economics, Leeds Institute of Health Sciences, University of Leeds",ftp://ftp.leeds.ac.uk/outgoing/RePEc/lee/,OK
lef,"Laboratoire d'Economie Forestiere, AgroParisTech-INRA",ftp://147.100.156.61/RePEc/lef/,OK
lei,Lester Ingber Publications,https://www.ingber.com/RePEc/lei/,OK
len,National University of Life and Environmental Sciences of Ukraine,ftp://mail.nauu.kiev.ua/RePEc/len/,OK
leo,"Orleans Economic Laboratorys, University of Orleans",http://data.leo-univ-orleans.fr/RePEc/leo/,OK
ler,"LERNA, University of Toulouse",http://www2.toulouse.inra.fr/lerna/RePEc/ler/,OK
leu,Research Institute on Professions (Forschungsinstitut Freie Berufe (FFB)),http://www2.leuphana.de/ffb/RePEc/leu/,OK
lev,Levy Economics Institute Economic Publications Archive,http://www.levyinstitute.org/RePEc/lev,OK
lhu,"Department of Economics, Lehigh University",http://www.lehigh.edu/~inrepec/RePEc/lhu/,OK
lia,"Laboratoire Lieux, Identit√©s, eSpaces et Activit√©s (LISA)",http://umrlisa.univ-corse.fr/RePEc/lia/,OK
lib,Librello publishing house,http://www.librelloph.com/about/RePEc/lib/,OK
lic,LICOS archive,http://feb.kuleuven.be/drc/licos/RePEc/lic/,OK
lie,Bank of Lithuania,http://www.lb.lt/eng/publications/wp/RePEc/lie/,OK
lif,Lifescience Global,http://www.lifescienceglobal.com/RePEc/lif/,OK
lii,"Liechtenstein-Institut, Bendern",http://ideas.liechtenstein-institut.li/documents/Bibliothek/RePEc/lii,OK
lil,UniversitÈ de Lille 2 (France),ftp://ftp.repec.org/RePEc/lil/,OK
lim,"Department of Economics, University of Limerick",ftp://s120.ul.ie/RePEc/lim/,Connectoin Refused
lip,"Economics Research Center, Indonesian Institute of Sciences",http://www.ekonomi.lipi.go.id/RePEc/lip/,OK
lis,LIS Cross-National Data Center in Luxembourg,http://lisdatacenter.org/RePEc/lis/,OK
liu,Economic Working Papers at LIUC,http://www.biblio.liuc.it/liu/,OK
liv,University of Liverpool Management School,http://www.liv.ac.uk/managementschool/research/RePEc/,OK
lje,Lahore Journal of Economics,http://121.52.153.179/repec/lje/,OK
lms,"Department of Management Science, Lancaster University",http://www.meiss.net/RePEc/lms/,OK
lmu,Publications in Economics and Business Administration,https://epub.ub.uni-muenchen.de/RePEc/lmu,OK
lnd,"Department of Land Economics, University of Cambridge",http://www.landecon.cam.ac.uk/RePEc/lnd/,Page Not Found
lnz,Institute for International and Development Economics,http://www.i4ide.org/RePEc/lnz/,
log,Laboratoire OrlÈanais de Gestion - universitÈ d'OrlÈans,http://www.univ-orleans.fr/log/RePEc/log/,OK
loi,Lowe Institute of Political Economy,http://lowe.claremontmckenna.edu/RePEc/loi/,Page Not Found
loy,"Department of Economics, Universidad Loyola Andaluc√≠a",http://www.loyolaandnews.es/loyolaecon/wpeconomia/RePEc/loy/,OK
lpe,Faculty of Economics and Business - University of Indonesia,http://feb.ui.ac.id/repec/lpe,OK
lpf,Institute of Local Public Finance,http://www.ilpf.de/RePEc/lpf/,OK
lrc,LAR Center Press,http://www.journalofeconomics.org/RePEc/lrc/,OK
lrk,Estudios de EconomÌa Aplicada,http://www.revista-eea.net/RePEc/lrk/,OK
lrq,African Journal of Frontiers of Economics and Mathematics,https://www.lareq.org/RePEc/lrq/,Connectoin Refused
lsa,CERBE Center for Relationship Banking and Economics,http://repec.lumsa.it/repec/lsa/,OK
lsg,"Grantham Research Institute on Climate Change and the Environment, London School of Economics",http://www.lse.ac.uk/assets/RePEc/gri/,OK
lst,List Gesellschaft e.V.,http://www.list-gesellschaft.de/RePec/lst/,Page Not Found
lsu,LSU Economics Department Working Paper Archive,http://www.bus.lsu.edu/economics/RePEc/lsu,OK
ltr,"School of Economics, La Trobe University",http://www.latrobe.edu.au/economics/repec/ltr,OK
ltv,Latvijas Banka,https://repec.bank.lv/ltv/,OK
luc,"Center for Research in Economic Analysis, University of Luxembourg",http://fdef.uni.lu/crea-files/RePEc/luc/,OK
lue,"Institute of Economics, University of L¸neburg",http://www.leuphana.de/fileadmin/user_upload/Forschungseinrichtungen/ifvwl/WorkingPapers/lue,OK
lug,USI Universit√† della Svizzera italiana,http://box.bul.sbu.usi.ch/RePEc/lug/,OK
lui,"Dipartimento di Economia e Finanza, Libera Universita' Internazionale degli Studi Sociali Guido Carli",http://static.luiss.it/RePEc/lui/,OK
luk,USC Lusk Center for Real Estate,http://lusk.usc.edu/repec/luk/,OK
lum,LUMEN Publishing House,http://edituralumen.ro/RePEc/lum/index.php,OK
lus,De Gruyter,http://repec.editool.com/RePEc/lus/,OK
lvl,"UniversitÈ Laval, DÈpartement d'Èconomique",http://www.repec.ecn.ulaval.ca/lvl/,OK
mab,"Economics Department, University of Massachusetts Boston",http://repec.umb.edu/RePEc/mab/,OK
mac,"Department of Economics, Macquarie University",http://www.econ.mq.edu.au/RePEc/mac,OK
mad,"Madras School of Economics, Chennai, India",http://www.mse.ac.in/RePEc/mad/,OK
mae,National Bank of the Republic of Macedonia,http://www.nbrm.mk/RePEc/mae/,OK
mag,"Faculty of Economics and Management, Otto-von-Guericke University Magdeburg",http://www.ww.uni-magdeburg.de/RePEc/mag/,OK
mal,M·laga Economic Theory Research Center,http://webdeptos.uma.es/THEconomica/malagawpseries/RePEc/mal/,OK
man,Economics Working Papers at The University of Manchester,http://hummedia.manchester.ac.uk/schools/soss/RePEc/man/,OK
mar,"Faculty of Business Administration and Economics, Philipps-Universit‰t Marburg",http://www.online.uni-marburg.de/repec/mar/,OK
max,"Economics Working Papers at Syracuse University, Maxwell School of Citizenship and Public Affairs",http://sites.maxwell.syr.edu/RePEc/max,OK
may,Economics Working Paper Archive NUIM,http://repec.maynoothuniversity.ie/RePEc/may/,OK
mcb,"Journal of Money, Credit and Banking",ftp://ftpeagle.bc.edu/pub/user/baum/RePEc/mcb,OK
mcd,"Department of Economics, University of Macedonia",http://aphrodite.uom.gr/econwp/rdf,OK
mce,Moscow Continuing Education Centre,http://www.nonmon.esy.es/RePEc/mce,OK
mcl,"Economics Working Paper Archive, McGill University",http://repec.mcgill.ca/,OK
mcm,Economics Working Paper Archive at McMaster,http://socserv.socsci.mcmaster.ca/econ/RePEc/mcm,OK
mcn,MICROCON - A Micro Level Analysis of Violent Conflict,http://www.microconflict.eu/RePEc/mcn/,Page Not Found
mcr,Macerata University,http://www2.unimc.it/RePEc/mcr/,OK
mde,Gabinete de EstratÈgia e Estudos MinistÈrio da Economia,http://www.gee.gov.pt/RePEc/mde,OK
mdl,Economics Working Paper Archive at Middlebury College,http://sandcat.middlebury.edu/econ/repec/mdl/,OK
mea,MEA Working Paper Archive,http://www.mea.mpisoc.mpg.de/mea-www/RePEc/mea,OK
mee,Center for Energy and Environmental Policy Research,http://tisiphone.mit.edu/RePEc/mee/,Connectoin Refused
mei,"School of Economics, Meisei University",http://www.hino.meisei-u.ac.jp/econ/repository/mei/,OK
men,"Mendel University in Brno, Faculty of Business and Economics",ftp://ftp.mendelu.cz/RePEc/men/,OK
mer,Economia Marche / Journal of Applied Economics,http://economiamarche.univpm.it/repec/files/mer/,OK
mes,M E Sharpe Publishers,http://www.mesharpe-instructor.com/RePEc/mes/,Connectoin Refused
met,"ERC-Economic Research Center, Middle East Technical University",http://www.erc.metu.edu.tr/RePEc/met/,OK
mfa,"Capital Markets Review, Malaysian Finance Association",http://www.mfa.com.my/RePEc/mfa/,Page Not Found
mfg,"Institute on Municipal Finance and Governance, University of Toronto",http://www.munkschool.utoronto.ca/imfg/RePEc/mfg/,Connectoin Refused
mfj,Multinational Finance Journal,ftp://ftp.mfsociety.org/RePEc/mfj/,OK
mfr,The Mutual Fund Research Center¬Æ,http://www.mutualfundstore.com/RePEc/mfr/,OK
mgn,Advances in Management,http://www.managein.net/RePEc/mgn/,OK
mgs,Inovatus Services Ltd,http://www.researchleap.com/RePEc/mgs,OK
mgt,"University of Primorska, Faculty of Management Koper",http://www.fm-kp.si/RePEc/mgt,OK
mhe,"Centre for Health Economics, Monash Univesity",https://swift.rc.nectar.org.au/v1/AUTH_f32114563aa7464dbcfa6c908acb171f/repec/mhe,OK
mhr,Mohr Siebeck GmbH & Co. KG,https://www.mohr.de/RePEc/mhr/,OK
mia,"Department of Economics, University of Miami",http://moya.bus.miami.edu/~eco/RePEc/mia,OK
mib,"Department of Economics, University of Milano-Bicocca",http://dems.unimib.it/repec/mib/,OK
mic,"Faculty of Economics, University of Miskolc",http://tmp.gtk.uni-miskolc.hu/RePEc/mic/,OK
mie,"Research Seminar in International Economics, University of Michigan",http://fordschool.umich.edu/rsie/workingpapers/RePEc/mie/,OK
mik,"Discussion Paper Series, Department of Economics, University of Dortmund",http://www.wiso.uni-dortmund.de/mik/de/content/forschung/DPSeries/Repec/mik,Connectoin Refused
mil,"Working Paper Department of Economics, Management and Quantitative Methods at Universit‡ degli Studi di Milano",http://wp.demm.unimi.it/repec/mil/,OK
min,"Department of Economics, University of Minnesota",http://sites.econ.umn.edu/RePEc/min/,OK
mir,MIR Center for Socio-Economic Research,http://www.thejournalofbusiness.org/RePEc/mir/,OK
mis,"Dipartimento di Statistica, Universit‡ degli Studi di Milano-Bicocca",http://www.statistica.unimib.it/utenti/WorkingPapers/RePEc/mis/,OK
mit,"Massachusetts Institute of Technlogy, Department of Economics",ftp://ideas.repec.org/pub/RePEc/mit/,OK
mje,Economic Laboratory for Transition Research (ELIT),http://www.repec.mnje.com/mje/mje/,OK
mkg,"Department of Mathematical Economics and Economic Analysis, Corvinus University of Budapest",http://web.uni-corvinus.hu/matkg/repec/mkg/,OK
mlb,Department of Economics - Working Papers Series,http://fbe.unimelb.edu.au/economics/repec/eco/mlb/,OK
mlt,Central Bank of Malta,ftp://ftp.centralbankmalta.info/RePEc/mlt/,OK
mmb,"Department of Marketing, Marketing MBA (RSconsult)",http://www.marketing-mba.ru/RePEc/mmb/,OK
mmf,Money Macro and Finance (MMF) Research Group,ftp://ftpeagle.bc.edu/pub/user/baum/RePEc/mmf,OK
mnb,Magyar Nemzeti Bank (Central Bank of Hungary),http://publications.mnb.hu/RePEc/mnb/,OK
mnh,"Department of Economics, University of Mannheim",http://ub-madoc.bib.uni-mannheim.de/RePEc/mnh/,OK
mns,"Division of Economics and Business, Colorado School of Mines",http://econbus.mines.edu/RePEc/mns,
mnt,Facultad de Ciencias Empresariales y Economia. Universidad de Montevideo.,http://www2.um.edu.uy/RePEc/mnt,OK
mod,"working papers Department of Economics ""Marco Biagi""",http://www.dep.unimore.it/repec/mod,OK
mof,"Policy Research Institute, Ministry of Finance Japan",http://www.mof.go.jp/pri/RePEc/mof/,OK
mol,Discussion Papers Archive at Unimol,http://web.unimol.it/progetti/repec/mol/,OK
mon,Groupe d'Economie du DÈveloppement de l'UniversitÈ Montesquieu,http://ged.u-bordeaux4.fr/RePEc,OK
mop,"CREDEN and LASER, Faculty of Economics, University of Montpellier 1, France",http://www.creden.univ-montp1.fr/repec/mop/,OK
mos,Monash Department of Economics,http://ftp.monash.edu.au/pub/econ/RePEc/mos,OK
mpc,"Monetary Policy Committee Unit, Bank of England",ftp://input.repec.org/pub/RePEc/ris/mpc/,OK
mpg,Max Planck Institute for Research on Collective Goods,http://www.coll.mpg.de/RePEc/mpg/,OK
mpi,Max Planck Institute for Tax Law and Public Finance,http://www.tax.mpg.de/RePEc/mpi/,OK
mpr,Mathematica Policy Research,https://www.mathematica-mpr.com/RePEc/MPR/,OK
mrb,"University of Maribor, Faculty of Economics and Business",http://old.epf.uni-mb.si/mrb/RePEc/mrb/,OK
mrd,"Mardin Artuklu University, Department of Economics",http://iktisat.artuklu.edu.tr/eski/makaleler/RePEc/mrd/index.html,Connectoin Refused
mrq,"Department of Economics, Marquette University",http://www.marquette.edu/library/mrq/RePEc,OK
mrr,Working Papers Archive at University of Michigan Retirement Research Center,http://www.mrrc.isr.umich.edu/RePEc/mrr,OK
msb,"McColl School of Business, Queens University of Charlotte",ftp://ftp.drivehq.com/msbftp/repec/,OK
msc,Murat Sertel Centerfor Advanced Economic Studies Working Papers,http://repeck.bilgi.edu.tr/RePEc/msc/,OK
mse,"UniversitÈ Pantheon-Sorbonne (Paris 1), PrÈpublications en Economie",ftp://mse.univ-paris1.fr/pub/mse/RePEc/mse,OK
msh,Monash Econometrics and Business Statistics Working Papers,http://ftp.monash.edu.au/pub/ebs/RePEc/msh,OK
msl,"Department of Economics, University of Missouri - St. Louis",http://www.umsl.edu/econ/Research/msl/,OK
msm,Maastricht School of Management,http://web2.msm.nl/RePEc/msm/,OK
msn,"Universidad Michoacana de San Nicol√°s de Hidalgo, Facultad de Contadur√≠a y Ciencias Administrativas",ftp://rges.umich.mx/rges/RePEc/msn/,OK
mss,"Mississippi State University, Department of Agricultural Economics",http://www.agecon.msstate.edu/REPeC/mss/,Page Not Found
mst,CSIL Centre for Industrial Studies,https://www.csilmilano.com/RePEc/mst/,OK
mtf,"Hochschule fuer Technik und Wirtschaft, Berlin",http://finance-and-trade.htw-berlin.de/fileadmin/HTW/Forschung/Money_Finance_Trade_Development/RePEc/mtf/,OK
mtk,Economics Working Paper Archive at UT,http://www.mtk.ut.ee/sites/default/files/mtk/RePEc/mtk/,Page Not Found
mtl,"Universite de Montreal, Departement de sciences Èconomiques",http://sceco.umontreal.ca/fileadmin/Documents/FAS/sciences-economiques/RePEc/mtl/index.htm,OK
mtn,Metron - International Journal of Statistics,ftp://metron.sta.uniroma1.it/RePEc/mtn/,OK
mtp,MIT Press,ftp://ftp-mitpress.mit.edu/Anonymous/outgoing/RePEc/mtp/,OK
mts,"Department of Economics and Finance, Middle Tennessee State University",http://capone.mtsu.edu/berc/working/RePEc/mts/,OK
mtu,Motu Economic and Public Policy Research,http://motu-www.motu.org.nz/RePEc/mtu/,OK
mub,"Department of Public Economics, Faculty of Economics and Administration, Masaryk University",http://repec.econ.muni.cz/mub/,OK
muc,"Institute of Spatial and Housing Economics, Munster Universitary",http://www.wiwi.uni-muenster.de/17/repec/muc/,OK
mul,Societ√† editrice il Mulino,https://www.rivisteweb.it/export/repec/mul/,OK
mur,DIGITUM; Repositorio Institucional de la Universidad de Murcia,https://digitum.um.es/RePEc/mur/,Connectoin Refused
mut,"Institute of Transport Economics, University of Muenster",https://www.wiwi.uni-muenster.de/ivm/sites/ivm/files/documents/forschung/repec/mut/,OK
mve,Journal of Economic Insight (formerly the Journal of Economics (MVEA)),https://uni.edu/repec/mve/,OK
nam,"University of Namur, Department of Economics",http://webapps.fundp.ac.be/repec/nam/,OK
nan,"School of Social Sciences, Nanyang Technological University, Singapore",https://web.hss.ntu.edu.sg/RePEc/nan/,OK
nap,Noble Academic Publisher,http://www.napublisher.org/working/RePEc/nap/,OK
nav,Economics Working Paper Archive at,ftp://ftp.econ.unavarra.es/pub/RePEc/nav,OK
nax,"Universidad Nacional AutÛnoma de MÈxico, FCA.",ftp://132.248.18.227/RePEc/nax/,OK
naz,"Department of Economics, Nazarbayev University",https://shss.nu.edu.kz/wp-content/uploads/RePEc/naz/,OK
nbb,National Bank of Belgium Archives,https://www.nbb.be/doc/oc/repec/,OK
nbp,National Bank of Poland,http://www.nbp.pl/repec/nbp/,OK
nbr,"National Bureau of Economic Research, Inc.",http://repec.nber.org/RePEc/nbr/,OK
nbs,"Economics Division, Nottingham Business School, Nottingham Trent University",http://www2.ntu.ac.uk/nbsrepec/RePEc/nbs,OK
nbz,The University of Newcastle RePEc Archive,http://nova.newcastle.edu.au/repec/NBS,OK
nca,National Council of Applied Economic Research,http://www.ncaer.org/Repec/nca/,OK
nco,Economics Working Paper Archive at Netherlands Competition Authority,http://rjhempen.home.xs4all.nl/RePEc/nco/,OK
ncs,"Department of Economics, College of Management, North Carolina State University",ftp://ftp.ncsu.edu/pub/ncsu/economics/RePEc/ncs/,OK
nct,"GRET Group of Research in Territorial Economy, University of Neuch‚tel",http://www5.unine.ch/repec/nct/,OK
nea,New Economic Association (NEA),http://www.econorus.org/repec,OK
nec,Editions NecPlus,http://www.necplus.eu/repec/nec,Page Not Found
neo,Faculty of Economics,http://em.swu.bg/RePEc/neo/,OK
net,NET Institute,http://www.stern.nyu.edu/networks/mirror_www.netinst.org/RePEC/net/,OK
nev,"National Center for Environmental Economics, U.S. Environmental Protection Agency",https://yosemite.epa.gov/ee/epa/eed.nsf/nev/,OK
new,"Department of Economics, New School for Social Research",http://www.economicpolicyresearch.org/RePEc/new/,OK
nfi,"Networks Financial Institute, Scott College of Business, Indiana State University",http://www2.indstate.edu/business/RePEc/nfi/,OK
ngi,National Graduate Institute for Policy Studies,http://www3.grips.ac.jp/~pinc/RePEc/ngi/,OK
nid,Works by Nir Dagan and Oscar Volij,http://www.nirdagan.com/RePEc/nid/,OK
nig,"Department of Economics, J.E.Cairnes School of Business and Economics, National University of Ireland Galway (NUIG), Galway",http://nuigalway.ie/cairnes/repec/nig,Page Not Found
nii,"National Insurance Institute of Israel , Publications",http://www.btl.gov.il/RePEc/nii/,Connectoin Refused
nim,"N˙cleo de InvestigaÁ„o em Microeconomia Aplicada (NIMA), Universidade do Minho",http://www3.eeg.uminho.pt/publications/nim/,OK
nip,NIPE Working Papers - Universidade do Minho,http://www3.eeg.uminho.pt/economia/nipe/RePEc/nip,OK
nir,"Working Paper Series at NIRSA, NUIM, Ireland",http://www.nuim.ie/nirsa/RePEc/nir/,Page Not Found
nki,Hungarian Demographic Research Institute,http://www.demografia.hu/RePEc/nki/,OK
nlv,"Department of Economics, University of Nevada, Las Vegas",http://web.unlv.edu/projects/RePEc/nlv/,OK
nmp,N¸lan. Portal de PromociÛn y DifusiÛn P˙blica del Conocimiento AcadÈmico y CientÌfico,http://nulan.mdp.edu.ar/RePEc/nmp/,OK
noa,Notitia - journal for sustainable development,http://www.notitia.hr/RePEc/noa,OK
nod,"Department of Economics, University of Notre Dame",http://www3.nd.edu/~tjohns20/RePEc/deendus/,OK
noj,Nordic Journal of Political Economy,http://www.nopecjournal.org/RePEc/noj/,OK
nom,Research Papers at Nottingham University Business School Malaysia Campus,ftp://ideas.repec.org/pub/RePEc/frozen/nom/,OK
nor,"Norface Research Programme on Migration, Department of Economics, University College London",http://www.norface-migration.org/RePEc/nor/,OK
nos,Collections of Research Materials from Russian Social Science Organizations,ftp://socionet.ru/REDIF/nos,OK
not,Economics Discussion Papers Archive at Nottingham,http://www.nottingham.ac.uk/economics/RePEc/not/,OK
nov,Articles Nova Economia,http://www.face.ufmg.br/RePEc/nov,OK
now,now publishers,ftp://ftp.nowpublishers.com/RePEc/now/,OK
npf,"Library and Information Center, NIPFP",ftp://202.70.131.8/npf/,OK
nrb,NRB Economic Review,http://www.nrb.org.np/ecorev/RePEc/nrb/,OK
nsb,National Bank of Serbia,http://www.nbs.rs/static/RePEc/nsb/index.html,OK
nsr,National Institute of Economic and Social Research,http://repec.niesr.ac.uk/nsr/,OK
nst,"Department of Economics, Norwegian University of Science and Technology",http://www.svt.ntnu.no/iso/RePEc/nst/,OK
nsu,Academic Public Administration Studies Archive - APAS / South-Eastern European Administrative Studies ñ ASsee Online Series,http://www.balcannet.eu/RePEc/nsu/,Connectoin Refused
nsw,ATAX Discussion Papers,http://www.atax.unsw.edu.au/research/RePEc,OK
ntd,"Interuniversity Research Master and Doctorate Program (with a quality mention of ANECA) on ""Business Economics"", Universities of Valladolid, Burgos, Salamanca and LeÛn (Spain). Until 2008, Interuniversity Doctorate Program (with a quality mention of ANECA) ìNew trends in Business Administrationî, Universities of Valladolid, Burgos, and Salamanca (Spain).",http://www3.uva.es/empresa/RePEc/ntd/,Page Not Found
ntj,National Tax Journal,https://repec.ntanet.org/RePEc/ntj/,OK
nto,"Institute of Applied Economics, National Taiwan Ocean University, Taiwan",http://www.iae.ntou.edu.tw/RePEc/nto/,OK
ntu,"""Nicolae Titulescu"" University of Bucharest",http://www.univnt.ro/RePEc/ntu/,OK
